MlsNumber,PublicRemarks,Bathrooms,Bedrooms,InteriorSize,Type,Ammenities,Address,Longitude,Latitude,PostalCode,NeighbourHood,Price,PropertyType,ParkingSpace,OwnershipType,Appliances,FlooringType,BasementType,HeatingType,LandSize,AmmenitiesNearBy,PropertyTax,ZoningDescription,LowResPhoto
"X5094600","Welcome To Icon 330!An Excellent Opportunity To Own In This Brilliantly Designed Condo W/ World Class Amenities. Open Concept Large Space, Floor To Ceiling Windows, Built In Furniture. Minutes To 401, Walking Distance To Uw,Laurier,Public Transit,Lrt,& University Plaza.Great Opportunity For Parents W/ Kids Attending University Or Investment To Lease.Property/Tenant Mgt Avail For Investor**** EXTRAS **** Fridge, Stove, Washer, Dryer, Tv, Fully Furnished. 24/7 Monitored Security Cameras,Fitness Centre, Yoga, Studio,Sauna,Entertainment/Study Lounge W/ Wifi, Games Rm, Meeting Rm,Private Study Rms,Rooftop Patio W/Fire Pit (27849442)","2","2 + 1",,"Apartment",,"#CP-725 -330 PHILLIP ST|Waterloo, Ontario N2L3W9","-80.5388966","43.476506","N2L3W9",,"$479,900 ","Single Family",,"Condominium/Strata",,,,"Forced air (Natural gas)",,,"$3,256.94",
"40060001","This charming three-bedroom home sits in the middle of one of the most unique and family-friendly streets in Waterloo Region.  Just around the corner from schools, an easy walk to surrounding parks and trails (including Laurel Creek Conservation Area), five minutes off the expressway, five minutes from the St. Jacobs Farmers Market and still only 10 minutes away from Uptown Waterloo.  Jacob Lane is a quaint, community-oriented neighbourhood, and number 695 is your opportunity to move your growing family into the world of home ownership.  The three bathrooms (one on each floor) will help make mornings run more smoothly and include an upper main bath with glass shower enclosure and cheater privileges to the master bedroom at the front of the house.  Light tones, airy open-concept spaces and loads of sunlight characterize the main level, while downstairs is partially finished and offers lots of space for the kids to play or for you to unwind with your favourite movie.  Theres lots of space to park in the private single-wide drive, and a space in the detached garage to boot.  Call or click today for more details! (62813776)","3","3 + 0","1350.0000","House",,"695 JACOB Lane|Waterloo, Ontario N2V2A7","-80.57052478","43.49819206","N2V2A7",,"$550,000 ","Single Family","4","Freehold","Central Vacuum, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Public Transit, Schools, Shopping",,"Residential"
"40059945","End unit townhome with no condo fees!! Spacious, updated, and great location! 4 bedrooms 2 bathrooms.  Updates include: Newer furnace, AC, windows, doors, Kitchen, Bathrooms, basement reno, back deck and patio! Contact your REALTOR® and book your showing ASAP! (62813446)","2","3 + 1",,"Row / Townhouse",,"414 CADBURY Court Unit# 1|Waterloo, Ontario N2K3G4","-80.50879848","43.4920248","N2K3G4",,"$425,000 ","Single Family",,"Freehold",,,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Public Transit, Schools, Shopping",,"RES"
"40059426","This stunning move-in ready home, is located in the popular sought after neighbourhood of Clair Hills. Starting with covered porch for morning coffee, and leading into home with 2 piece bathroom, foyer leading to bright white kitchen, dining and family rooms with large windows overlooking the deck and long fenced backyard perfect for pets and families to enjoy any season. The staircase to second floor opens to cozy loft with fireplace, perfect setting to read a fine novel, or adaptable as a virtual workspace or family den. 3 bedrooms occupy the top floor with full 4 piece bathroom and the added elegance of a marble countertop, and cheater door to master. The fully finished basement is ready for extended family, guests, teenage hangout, kids play area, additional family room or workspace with a multipurpose room perfect as bedroom, private office, storage and more. The recreational space is a great size for gaming nights or workouts, with a 2 piece bathroom and closeted laundry. Updates include the following: Roof (lifetime shingles) (2018), Bathroom marble countertop (2018), 2 piece powder room stone countertop(2017), Carpet (2nd floor)(2018), Deck Surface (2020), Kitchen (backsplash/countertop/sink/faucets/flooring)(2014-2019), High Efficiency Water Softener (rental)(2019), Steam Washer/Dryer (2018). Edna Staebler Public School is 2 blocks from home in subdivision with attached daycare. Costco, The Boardwalk Shopping Centre and other amenities are within reasonable walking or cycling distance. GTA commutable (some current owners on street do commute). The neighbourhood has a variety of parks, playgrounds and trails surrounding the community of Clair and Vista Hills. 2 + transit stops off Erbsville Road and the nearby plaza. Sir John A MacDonald Secondary is a 5 minute drive, universities are within quick drive or transit distance. Gas BBQ hook up (62812847)","3","3 + 1",,"House",,"416 ST ARMAND Drive|Waterloo, Ontario N2T2Y7","-80.57308927","43.45064594","N2T2Y7",,"$599,900 ","Single Family","3","Freehold","Dishwasher, Dryer, Microwave, Refrigerator, Water softener, Washer, Gas stove(s), Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","0|under 1/2 acre","Park, Playground, Public Transit, Schools, Shopping",,"Residential"
"40059519","Wow! Do not miss this opportunity. Great home for the first time buyers or Investors. This adorable bungalow is situated on a 50ftx160ft deep lot and backs onto to parkland (Green space). Two bedroom upstairs and a 3rd. bedroom/office/den downstairs ,   Extensive renovations just completed (top to bottom). Attention to detail with luxury plank flooring,  Cute Kitchen with new cabinetry, sink, feature wall and backsplash, fixtures and quartz counter top , Bathroom completely renovated top to bottom including tiled tub/shower, flooring and vanity. Great designed walls & Ceilings features in several rooms thoroughout, Just need to pack your bags and get ready for your move. (62812460)","1","2 + 1",,"House",,"99 ST. VINCENT Street|Kitchener, Ontario N2H4R4","-80.48623881","43.46418592","N2H4R4",,"$549,900 ","Single Family",,"Freehold","Microwave",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Public Transit, Schools, Shopping",,"single family RES."
"40059830","Lovely 3 bed 2 bath bungalow on private court.  Located in Waterloo close to universities and Hwy 7/8.  Pride of ownership is evident with this bright, spacious open concept bungalow. Easy access to your private, fully fenced yard complete with deck, canopy and garden shed. Separate entrance to fully finished basement for in-law potential.  Large rec room with beautiful fireplace and full 3pc. bath.  You won't want to miss this one I promise. (62812777)","2","3 + 0",,"House",,"349 ALLISON Court|Waterloo, Ontario N2K2E9","-80.4992617","43.49192072","N2K2E9",,"$550,000 ","Single Family",,"Freehold","Dishwasher, Refrigerator, Stove, Microwave Built-in",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Schools, Shopping",,"Residential"
"X5093682","This Impressive Highly Desirable Townhome In The Innovation District Features 2 Bedrooms, 2.5 Baths, Attached Tandem 2-Car Garage And A Large Walkout Balcony Right Off The Kitchen. This Beautiful Fully Brick Home 5 Years Young Is Move In Ready. Custom Kitchen Accented With Granite Countertops And Backsplash, Stainless Steel Appliances & Island Fitted With Pot/Pan Drawers And A Breakfast Bar.**** EXTRAS **** From The Kitchen You Step Out To The Large Deck And Have A Morning Coffee Or Afternoon Bbq. The Upper Level Boasts A Grand Master Bedroom With Ensuite. (27845700)","3","2",,"Row / Townhouse",,"11 HYDE PARK MEWS|Kitchener, Ontario N2H0B2","-80.4886794","43.4611391","N2H0B2",,"$500,000 ","Single Family","3","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$2,782",
"H4096136","Welcome to 60 Pinecrest in Kitchener. Investors, renovators or looking for a great family home on a beautiful tree lined street close to all major amenities. This all brick bungalow has three large bedrooms and an open concept main floor. There is a side entrance leading to the high ceiling basement with oversized windows allowing for lots of natural lighting. Large backyard with a single wide paved drive. (26847790)","2","3","801.0000","House",,"60 PINECREST Drive|Kitchener, Ontario N2A2G6","-80.446668","43.43635","N2A2G6",,"$499,900 ","Single Family","3","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings",,"Full (Unfinished)","Forced air (Natural gas)","55 x 112|under 1/2 acre","Public Transit, Recreation, Schools, Ski area",,
"40059763","Exclusive Park House CondoRARE LAKEFRONT 2 bedroom condo, overlooking Silver Lake, Waterloo Park & the Perimeter Institute. This tastefully RENOVATED suite features a custom white kitchen that has ample cabinets, stainless appliances, lovely granite counters, substantial island with B/bar, pantry with roll out drawers. Enjoy morning coffee and sunshine sitting at the built in desk area or at the breakfast seat for a fabulous view of lake. Crown moulding throughout and tall baseboards compliment the freshly painted walls. Stunning marble flooring in the foyer and bathroom. The bathroom is impressive featuring a spacious walk in shower and shared access to primary bedroom. The 2 bedrooms are spacious and include a walk in closet! Gleaming hardwood flooring in the living/dining areas & a Custom built in entertainment and storage unit. Controlled entry building with only 11 units in total. 1 parking spot. Storage locker and full sized laundry located on same floor. Visitor parking at the front door entrance.  Park House condo is a stately building in the heart of uptown Waterloo with easy access too many amenities, LRT. Silver Lake Rehabilitation Project is transforming this beautiful view into a Fabulous outdoor space with new and improved botanical walk ways, pedestrian bridge, landscaping & gardens, water feature, promenade & beach area. A truly Fabulous outdoor park area steps from this condo. CONDO FEES INCLUDE Heat, Hydro, Water, Water softener, Laundry, Parking. (62811393)","1","2 + 0","770.0000","Apartment",,"43 CAROLINE Street N Unit# 203|Waterloo, Ontario N2L2Y5","-80.52605382","43.4666923","N2L2Y5",,"$580,000 ","Single Family","1","Condominium","Dishwasher, Refrigerator, Stove, Microwave Built-in, Window Coverings",,"None","Baseboard heaters, (Electric)",,"Park, Public Transit",,"RES"
"40059422","Welcome to 429 Highland Rd. East! A fully renovated bungalow offers 3 bedrooms, 2.5 bathrooms. Starting on the main level, this home features an updated kitchen with modern cabinetry. There are 3 sizeable bedrooms with newer flooring through all main level. One bedroom with walkout to the backyard. The fully finished open concept basement with separate entrance. Continue on to a Bar, cold room, recreational room with gas fireplace. One large detached garage with Long driveway provides parking for 3. A big sunroom with hydro. Hot water heater owned (2020); All lights (2020); Main level flooring (2020); Painting (2020); Roof (2012); Garage roof (2013). Close to highway 7 and 8, bus steps, St Marys Hospital, Downtown kitchener, steps to the queen Elizabeth public school. (62809529)","3","3 + 0",,"House",,"429 HIGHLAND Road E|Kitchener, Ontario N2M3W8","-80.48853018","43.43203029","N2M3W8",,"$599,900 ","Single Family","4","Freehold","Dryer, Refrigerator, Stove, Washer",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Public Transit, Schools",,"Residential"
"40059571","Stunning semi detached house, open concept 3 Bedroom house with single garage. Walk out to deck from Living room.Finished Walk out Basement with large window, Entrance, Bar Sink and 3 PC Washroom. Master Bed with walking closet and 4 PC Ensuit washroom. Location is ideal for those in need of close proximity to major city routes and Easy access to 401 (62809620)","4","3 + 0",,"House",,"140 WINDALE Crescent|Kitchener, Ontario N2E0A4","-80.5071586","43.42100692","N2E0A4",,"$579,900 ","Single Family",,"Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Wet Bar, Washer, Microwave Built-in",,"Full (Finished)","Forced air","under 1/2 acre","Hospital, Public Transit",,"R-4"
"40059560","Open concept  home, with walk-out to the private fenced yard.  Very clean and well maintained.  Kitchen has lots of cupboard and countertop space and is open to the large main floor family room.  Upstairs are 3 bedrooms and 4 pc bathroom, extra 3 pc bathroom off the family room.  You will be impressed! (62809610)","2","3 + 0","1770.0000","House",,"310 NEWBURY Drive|Kitchener, Ontario N2N3A3","-80.54586437","43.42306318","N2N3A3",,"$650,000 ","Single Family","3","Freehold","Central Vacuum - Roughed In",,"Full (Unfinished)","Forced air, (Natural gas)","under 1/2 acre","Shopping",,"RES"
"40059085","Welcome to ICON, luxury condo, located minutes from U Waterloo & Laurier. One of the largest size units of 969 Sq feet in the building, fully furnished 2 bedroom + den (used as a 3rd bedroom)unit. Located right across from The University Of Waterloo and Walking distance to Wilfrid Laurier University. This condo unit offers fantastic amenities including, Fitness Centre, Yoga Studio, Sauna, Basketball Court, Games Room, Movie Theatre, Rooftop Patio, Study/Meeting Rooms and 24/7 Monitored Security. The unit comes FULLY FURNISHED - beds, bedside tables, desks & chairs, Wall-mounted TV, Couch, etc. Easy to show and immediately vacant possession is available . (62808904)","2","2 + 1",,"Apartment","Exercise Centre, Party Room","330 PHILLIP Street Unit# CP735|Waterloo, Ontario N2L3W9","-80.53894538","43.4765162","N2L3W9",,"$474,990 ","Single Family",,"Condominium","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Water meter, Washer, Hood Fan, Window Coverings",,"None","Forced air, (Natural gas)",,"Park, Public Transit, Schools, Shopping",,"RES"
"40058317","Welcome to 1-84 Westmeadow Drive, Kitchener. This fantastic 2 storey, end unit townhouse offers you over 1,300 square feet of living space plus a single car garage. Open concept main floor layout with hardwood and ceramic tile flooring. A fresh kitchen with tile backsplash, an island complete with a breakfast bar along with four kitchen appliances (Fridge, Stove, Built-in microwave, Dishwasher). Walk-out from the dinette and enjoy the fully fenced, raised deck. Convenience of the 2 piece bathroom finishes off the main level. The master bedroom (12' x 15') features a beautiful 4 piece ensuite with double ceramic sinks, a walk-in glass door shower and of course the room includes a generous sized walk-in closet. Two additional bedrooms with laminate flooring. 4 piece main bathroom complete with ceramic tile flooring and tub and shower combo. Make your way to the basement where you will find the laundry room (washer and dryer included) with lots of shelving for storage, a bathroom rough-in and a finished rec room perfect for game night! Great location being walking distance to all major amenities (groceries, banks, food, public transportation etc.) and just a five minute drive from ON.Highway 7/8. (62808086)","3","3 + 0",,"Row / Townhouse",,"84 WESTMEADOW Drive Unit# 1|Kitchener, Ontario N2N3P1","-80.54926754","43.4287602","N2N3P1",,"$454,000 ","Single Family","2","Condominium","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Microwave Built-in",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Schools, Shopping",,"RESIDENTIAL"
"40054865","Welcome to 11 Hyde Park Mews - view the iGuide! This Impressive highly desirable townhome in the Innovation District features 2 bedrooms, 2.5 baths, attached TANDEM 2-car garage and a large walkout balcony right off the Kitchen. This beautiful fully brick home 5 years Young is move in ready. Custom Kitchen accented with granite countertops and backsplash, stainless steel appliances & Island fitted with pot/pan drawers and a breakfast bar. From the kitchen you step out to the Large Deck and have a morning Coffee or afternoon BBQ. The upper level boasts a grand Master bedroom with ensuite. Additional features & upgrades include: 9' ceilings and hardwood floors on the main level. Truly a must see - completely turn-key property in the heart of Kitchener Waterloo, close proximity to everything in your world  minutes to Uptown Waterloo / Downtown Kitchener, walking distance to Go Train station, Google, Tannery District, the LRT, highway 7/8 with easy access to the 401 and so much more. Extremely desirable to the Tech Sector and Innovation District, making it a very sound investment for years to come as the Region continues to GROW. This one surely won't last, don't let it get away, Book Your Showing today. (62804320)","3","2 + 0","1277.0000","Row / Townhouse",,"11 HYDE PARK Mews|Kitchener, Ontario N2H0B2","-80.48845141","43.46101374","N2H0B2",,"$500,000 ","Single Family",,"Condominium","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer",,"None","Forced air, (Natural gas)",,"Public Transit, Schools, Shopping",,"Residential"
"40055890","Calling all first-time buyers! With 1,000 sq ft of living space, this home has 2 bedrooms, 2 bathrooms and is move in ready. The front staircase leads you up to the spacious and bright living room with a big front window.  The living room and dining room are separated by an architectural, cut out wall, letting ample light through from both directions.  The kitchen has an updated modern feel with plenty of counter space and storage.  Leading from the dining room are sliding glass doors to a back deck with stairs down to the backyard.  Upstairs, are 2 large bedrooms with new laminate flooring and a main 4 piece bathroom. Downstairs is the laundry room, with an additional 2 piece bathroom and a mud room leading to the single car garage and the backyard. The fully-fenced backyard is the perfect size for your children or pets to play safely outside. This home is in a great location with easy access to The Boardwalk, Conestoga Parkway and HWY 401, making this the perfect place to call your first home. (62805126)","2","2 + 0",,"Row / Townhouse",,"225 BAKER Street|Waterloo, Ontario N2T2L9","-80.55904121","43.43851486","N2T2L9",,"$500,000 ","Single Family","2","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Microwave Built-in",,"Full (Finished)","Forced air, (Natural gas)","0.046 ac|under 1/2 acre","Golf Nearby, Park, Place of Worship, Public Transit, Schools",,"RES"
"40059458","This brand new 713 sqft one bedroom suite plus 224 sqft wrap-around private balcony is located in the much-desired Circa 1877! Enjoy the thoughtfully planned layout, luxurious finishes, and endless amenities. Mear moments away from restaurants, boutiques, The Grand River Hospital, LRT, this true urban lifestyle awaits you. From the 13th floor, this stunning corner unit boasts 9' ceilings accentuated with sunshine and an impressive panoramic view of Uptown Waterloo and Westmount. Throughout the condo, you will enjoy the beautiful laminate and ceramic flooring, kitchen and bathroom with quartz countertops, contemporary lighting, and oversized windows all equipped with custom blinds. This flirty layout gives you the kitchen as the centre of attention with trendy walnut-to-the-ceiling uppers, a built-in stove with glass range and a conversational island. The versatile dining space could be used as a home office or den. The living room promotes daydreaming while you gaze across the historic Westmount neighbourhood to the golf course nearby, or look 6 stories down to see your outdoor pool with stainless steel liner. So chic! The in-suite laundry is carefully tucked away in the bathroom to leave your main foyer looking fresh. The bedroom gives you the freedom to personalize depending on your furniture layout and storage choices. Did I mention it comes with exclusive underground parking, a storage locker, guest lounges, a rooftop pool with patio, Gym with yoga studio. (62808646)","1","1 + 0","713.0000","Apartment","Exercise Centre, Guest Suite, Party Room","181 KING Street S Unit# 1301|Waterloo, Ontario N2J1P7","-80.52026374","43.46066106","N2J1P7",,"$495,000 ","Single Family",,"Condominium","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Water softener, Washer, Hood Fan, Window Coverings",,"None","Forced air, (Natural gas)",,"Golf Nearby, Hospital, Park, Place of Worship, Public Transit, Schools, Shopping",,"RESIDENTAL"
"40042982","This 3 Bedroom townhome fully renovated ,located in Forest Heights , Superb location of Kitchener . All house is carpet free with large and beautiful windows ,You can see the Sun light from  every corner of the house, Fully fenced back yard just need your beautiful touch.  Basement is fully finished with a separate entrance with  bathroom, and  laundry. Minutes to schools, bus routes, shopping and Highway 8. excellent property for the first time Buyer and investor. (62791986)","2","3 + 0","1050.0000","Row / Townhouse",,"110 ELM RIDGE Drive|Kitchener, Ontario N2N1H6","-80.524952","43.42396","N2N1H6",,"$449,900 ","Single Family","2","Condominium","Dishwasher, Dryer, Refrigerator, Stove",,"Full (Finished)","Baseboard heaters, (Electric)","under 1/2 acre","Public Transit",,"RESIDENTIAL"
